reviewText,overall,summary,asin,reviewerID,sentiment_label,review_word_count,review_char_count,full_text,vader_prediction,vader_compound,textblob_prediction,textblob_polarity
I am so happy with the ABS filament but sometimes I have bad results only with this filament. I never had any issue with the black IC3D abs filament. Only with the red one.,4.0,I am so happy with the ABS filament but sometimes I have bad ...,B00DVOVJTS,A3V4EPUI7RYD81,Positive,34,172,I am so happy with the ABS filament but sometimes I have bad ... I am so happy with the ABS filament but sometimes I have bad results only with this filament. I never had any issue with the black IC3D abs filament. Only with the red one.,Neutral,-0.0045,Neutral,0.004166666666666718
"Good product, as described.",5.0,Five Stars,B00FZLPCKC,AVP8XZUK18FKH,Positive,4,27,"Five Stars Good product, as described.",Positive,0.4404,Positive,0.7
Works better than the one that came with my new dewalt table saw.,5.0,Five Stars,B006QIOK8S,A1HX8QIN39JIX8,Positive,13,65,Five Stars Works better than the one that came with my new dewalt table saw.,Positive,0.4404,Positive,0.3181818181818182
These are awesome! I hate wearing latex gloves but the thickness of these makes them feel more like wearing a normal glove. They are a tough material which even seems resistant to cuts by a sharp knife. I wear these when cleaning my guns and have yet to break a glove. I'm through most of a box and there was just one glove which came with a tear along the side of a finger. All the rest were perfect and haven't torn during use. Will buy more.,5.0,Tough Material,B00ANYYY5U,A3S4ATODPDRWDW,Positive,87,444,Tough Material These are awesome! I hate wearing latex gloves but the thickness of these makes them feel more like wearing a normal glove. They are a tough material which even seems resistant to cuts by a sharp knife. I wear these when cleaning my guns and have yet to break a glove. I'm through most of a box and there was just one glove which came with a tear along the side of a finger. All the rest were perfect and haven't torn during use. Will buy more.,Positive,0.8197,Positive,0.1947222222222222
This has got to be one of the most strong epoxies that I have ever worked with. Very long drying time so plan that into your project. I was using it to secure some threaded inserts in a wood working projects and the holding power is quite impressive.,5.0,This has got to be one of the most strong ...,B005H1PLOM,A2U0S9IWE3PHCW,Positive,48,250,This has got to be one of the most strong ... This has got to be one of the most strong epoxies that I have ever worked with. Very long drying time so plan that into your project. I was using it to secure some threaded inserts in a wood working projects and the holding power is quite impressive.,Positive,0.9213,Positive,0.4573809523809524
works good,4.0,Four Stars,B00FHH7CG6,A3QM0ZXDWQK2WX,Positive,2,10,Four Stars works good,Positive,0.4404,Positive,0.7
Dewalt cut off wheel works well. A little better wear than the cheaper brands. These are thin which makes cutting much easier and faster.,5.0,cut off wheel,B005B8LZ14,AVHF0SOLGIGXH,Positive,24,137,cut off wheel Dewalt cut off wheel works well. A little better wear than the cheaper brands. These are thin which makes cutting much easier and faster.,Positive,0.4228,Neutral,-0.0975
Resistor does as it says. Hard to beat a passive component and to really describe it. Resists current and does their job.,5.0,Resistor resistor,B00CVZ4904,AUW7BQWNO0DL,Positive,22,121,Resistor resistor Resistor does as it says. Hard to beat a passive component and to really describe it. Resists current and does their job.,Positive,0.1027,Neutral,-0.030555555555555558
"By far, the best filament I've ever used.",5.0,High Quality,B00J0H6NNM,A20LNKIP0FEKV4,Positive,8,41,"High Quality By far, the best filament I've ever used.",Positive,0.6369,Positive,0.42
"Very heavy duty, commercial grade, flexible cones. I expect these will last for many years.",5.0,Five Stars,B0017CXF6G,A12QSMYLN0OXRT,Positive,15,91,"Five Stars Very heavy duty, commercial grade, flexible cones. I expect these will last for many years.",Positive,0.2263,Neutral,0.06
Works great,5.0,Five Stars,B001AQEZ2W,A2YNHCF8A2831N,Positive,2,11,Five Stars Works great,Positive,0.6249,Positive,0.8
Good consistent diameter and fair value priced and awesome selection that I can not get locally. Good deal and shipping was fast!,5.0,good tube at value price with good selection!,B000H9K5J0,AKGS4OWO9BL62,Positive,22,129,good tube at value price with good selection! Good consistent diameter and fair value priced and awesome selection that I can not get locally. Good deal and shipping was fast!,Positive,0.9522,Positive,0.646875
"I use this for WD-40 and other workbench oil applications. Works well. The tip could be a little smaller for my tastes when using thinner oils like WD-40, but that's not the product's fault. For me it works well enough. I like it.",5.0,"The tip could be a little smaller for my tastes when using thinner oils like WD-40, but that's not the product's fault",B00B5138SO,AI64WWZLADPF,Positive,43,230,"The tip could be a little smaller for my tastes when using thinner oils like WD-40, but that's not the product's fault I use this for WD-40 and other workbench oil applications. Works well. The tip could be a little smaller for my tastes when using thinner oils like WD-40, but that's not the product's fault. For me it works well enough. I like it.",Positive,0.954,Neutral,-0.08333333333333333
"Good assortment for a home owner, auto or boat hobbiest Better out there but at a much higher cost",5.0,Good,B000FIDTYG,A26GUWYQNHELB7,Positive,19,98,"Good Good assortment for a home owner, auto or boat hobbiest Better out there but at a much higher cost",Positive,0.5927,Positive,0.5375
"They all work great, but I would rather individual packs. Too much of a pain to sort out and then pit back away neatly.",4.0,Good But,B0012BV21W,A1RALQC5KYXT1X,Positive,24,119,"Good But They all work great, but I would rather individual packs. Too much of a pain to sort out and then pit back away neatly.",Positive,0.7391,Positive,0.33999999999999997
BEST CHEAP FILAMENT EVER!!!!!,5.0,FANTASTIC,B00J0GMMP6,A3PNXHGTY3RPK5,Positive,4,29,FANTASTIC BEST CHEAP FILAMENT EVER!!!!!,Positive,0.8741,Positive,0.7999999999999999
nice little case with a bunch of diffrent sizes. Ill use them up and use the box as a refrence as to what I use most so i can order that size in bulk,5.0,its heat shrink,B00EXLRW5S,A2UUEYNLEHUN2L,Positive,34,149,its heat shrink nice little case with a bunch of diffrent sizes. Ill use them up and use the box as a refrence as to what I use most so i can order that size in bulk,Neutral,0.0,Positive,0.103125
"Please be aware these are BLUNT dispensing needles. If you are looking for sharps you will have to look somewhere other than amazon to get a decent deal. If you are looking for a good, basic blunt dispensing needle that can be autoclaved then this is a good choice.",5.0,"If you are looking for a good, basic blunt dispensing needle that can be autoclaved ...",B001QRZ38U,A25UUK85XOR19Q,Positive,49,265,"If you are looking for a good, basic blunt dispensing needle that can be autoclaved ... Please be aware these are BLUNT dispensing needles. If you are looking for sharps you will have to look somewhere other than amazon to get a decent deal. If you are looking for a good, basic blunt dispensing needle that can be autoclaved then this is a good choice.",Positive,0.8934,Positive,0.2989583333333333
good,4.0,Four Stars,B00MUT58Y2,A3MRH7VNP5C9R2,Positive,1,4,Four Stars good,Positive,0.4404,Positive,0.7
Nice set. Needed only two of them now..,5.0,Good gears,B00V66YJQI,A1E8XPKV5E8MID,Positive,8,39,Good gears Nice set. Needed only two of them now..,Positive,0.6908,Positive,0.4333333333333333
Gotta have some in your tool box,5.0,Five Stars,B000132VDA,A13LXZGAGKNN7O,Positive,7,32,Five Stars Gotta have some in your tool box,Neutral,0.0,Neutral,0.0
They are staples. They hold things down.,5.0,They hold things down.,B00004Z2HN,A1J87SYB3JPQWH,Positive,7,40,They hold things down. They are staples. They hold things down.,Neutral,0.0,Negative,-0.15555555555555556
Great product.,5.0,Great Product. Shipped to me fast. It was as advertised.,B0018ACR6G,AXHH6LCWI2V9L,Positive,2,14,Great Product. Shipped to me fast. It was as advertised. Great product.,Positive,0.8481,Positive,0.6
Good light.,5.0,Five Stars,B0070YPDDS,A1YRUH68ZA5OBD,Positive,2,11,Five Stars Good light.,Positive,0.4404,Positive,0.55
"Green Chrome Oxide Compound, 6 oz. Very large and I expect would last for a while. My stropping Block needs to be reconditioned with the Green Chrome Oxide Compound, 6 oz. It's worth the cost & shipment to California. I hone my knives useing a Aligner Pro Kit which I also got from Amazon. To get the optimal finish on your sharping needs a good Strop and this product Green Chrome Oxide Compound, 6 oz. will enhance your sharping experice. I recommend you try it for yourself. Amazon is a seller of many of my needs and they delivery. As a Old Timer once said to me. a sharpen Blade is only sharp as the person who sharpens it. The blade reflects the sole of individual.",5.0,"Green Chrome Oxide Compound, 6 oz.",B003E65XYU,A8QC2O7KA1V8D,Positive,126,671,"Green Chrome Oxide Compound, 6 oz. Green Chrome Oxide Compound, 6 oz. Very large and I expect would last for a while. My stropping Block needs to be reconditioned with the Green Chrome Oxide Compound, 6 oz. It's worth the cost & shipment to California. I hone my knives useing a Aligner Pro Kit which I also got from Amazon. To get the optimal finish on your sharping needs a good Strop and this product Green Chrome Oxide Compound, 6 oz. will enhance your sharping experice. I recommend you try it for yourself. Amazon is a seller of many of my needs and they delivery. As a Old Timer once said to me. a sharpen Blade is only sharp as the person who sharpens it. The blade reflects the sole of individual.",Positive,0.8074,Neutral,0.06811224489795918
